Facility,FiscalYear,ProgramId,ObjectCodeId,CurrentModifiedAmount,PreEncumberedAmount,EncumberedAmount,ExpendedAmount,ProjectedAmount,PriorYearActualAmount,TotalObligated,,,,,,
DWCC,2021,5,46,203824.00,0.00,0.00,82271.05,157363.00,213697.57,,,,,,,
DWCC,2021,5,145,0.00,0.00,0.00,1656.73,,0.00,,,,,,,
DWCC,2021,4,85,0.00,0.00,0.00,175.00,420.00,85.00,,,,,,,
DWCC,2021,4,225,35500.00,0.00,0.00,6053.01,20506.00,33096.64,,,,,,,
DWCC,2021,5,287,0.00,0.00,5000.00,0.00,,0.00,,,,,,,
DWCC,2021,5,233,0.00,0.00,0.00,850.60,2108.00,18303.20,,,,,,,
DWCC,2021,5,120,76130.00,0.00,0.00,142.50,,15726.74,,,,,,,
DWCC,2021,5,240,0.00,0.00,63446.31,16830.49,105437.00,98054.81,,,,,,,
DWCC,2021,4,178,570895.00,0.00,0.00,186204.77,668997.00,957911.99,,,,,,,
DWCC,2021,5,229,0.00,0.00,0.00,963.15,,4399.94,,,,,,,
DWCC,2021,4,172,0.00,0.00,6228.53,2273.67,,10987.81,,,,,,,
DWCC,2021,4,186,0.00,0.00,0.00,1.50,,,,,,,,,
DWCC,2021,5,728,80000.00,0.00,32356.26,7643.74,,32670.95,,,,,,,
DWCC,2021,5,88,786.00,0.00,7918.00,2850.00,,9120.00,,,,,,,
DWCC,2021,4,135,0.00,0.00,0.00,19710.00,,15885.00,,,,,,,
DWCC,2021,4,131,0.00,0.00,42225.00,0.00,,,,,,,,,
DWCC,2021,5,730,0.00,0.00,0.00,367.88,,3227.09,,,,,,,
DWCC,2021,5,232,0.00,0.00,601.00,3826.38,14955.00,209748.60,,,,,,,
DWCC,2021,5,51,7228.00,0.00,0.00,2502.00,4726.00,7228.00,,,,,,,
DWCC,2021,5,130,0.00,0.00,3320.00,1660.00,,4980.00,,,,,,,
DWCC,2021,5,387,0.00,0.00,0.00,0.00,,,,,,,,,
DWCC,2021,5,295,4000.00,0.00,3290.36,709.64,,3820.39,,,,,,,
DWCC,2021,4,158,0.00,0.00,11595.75,3576.57,,15847.45,,,,,,,
DWCC,2021,4,48,78115.00,0.00,0.00,23999.58,41157.00,61879.76,,,,,,,
DWCC,2021,4,742,21996.00,0.00,0.00,1765.90,20106.00,33500.00,,,,,,,
DWCC,2021,4,51,4212.00,0.00,0.00,1458.00,2754.00,4212.00,,,,,,,
DWCC,2021,54,48,26576.00,0.00,0.00,4286.77,,0.00,,,,,,,
DWCC,2021,5,131,30000.00,0.00,24795.78,3666.00,6000.00,61203.48,,,,,,,
DWCC,2021,4,174,0.00,0.00,0.00,264.50,7400.00,16224.56,,,,,,,
DWCC,2021,5,242,0.00,0.00,22139.30,16641.73,46408.00,38099.34,,,,,,,
DWCC,2021,54,46,2188.00,0.00,0.00,626.68,,0.00,,,,,,,
DWCC,2021,5,45,3125.00,0.00,0.00,10106.31,19059.00,15792.73,,,,,,,
DWCC,2021,4,735,9617.00,0.00,0.00,13676.01,917.00,15836.88,,,,,,,
DWCC,2021,5,237,1166873.00,0.00,120.00,317009.86,853307.00,1084203.93,,,,,,,
DWCC,2021,5,239,0.00,0.00,1.28,0.00,15170.00,75932.08,,,,,,,
DWCC,2021,5,241,0.00,0.00,19717.95,96915.07,115500.00,301056.93,,,,,,,
DWCC,2021,5,135,5020.00,0.00,1078.48,10814.52,,32523.98,,,,,,,
DWCC,2021,4,698,10493.00,0.00,0.00,24168.00,,41464.00,,,,,,,
DWCC,2021,5,231,71099.00,0.00,1491.00,37565.54,69256.00,180427.84,,,,,,,
DWCC,2021,5,58,0.00,0.00,0.00,640.00,,0.00,,,,,,,
DWCC,2021,5,304,0.00,0.00,0.00,2680.44,,,,,,,,,
DWCC,2021,5,247,0.00,0.00,0.00,10237.81,16180.00,43471.60,,,,,,,
DWCC,2021,5,158,5000.00,0.00,17081.60,4361.92,1000.00,36051.03,,,,,,,
DWCC,2021,5,293,199238.00,0.00,113879.06,69030.60,104171.00,325472.74,,,,,,,
DWCC,2021,5,48,1644925.00,0.00,0.00,511397.30,981807.00,1446158.15,,,,,,,
DWCC,2021,4,173,0.00,0.00,0.00,3015.84,,,,,,,,,
DWCC,2021,4,120,63432.00,0.00,0.00,74.10,148.00,26273.21,,,,,,,
DWCC,2021,4,711,24852.00,0.00,0.00,11611.90,22002.00,24100.02,,,,,,,
DWCC,2021,4,743,0.00,0.00,0.00,125.11,,,,,,,,,
DWCC,2021,5,57,9018.00,0.00,0.00,0.00,1500.00,14092.49,,,,,,,
DWCC,2021,4,46,10033.00,0.00,0.00,3016.32,5891.00,7741.97,,,,,,,
DWCC,2021,4,77,0.00,0.00,136.08,230.00,5809.00,3459.62,,,,,,,
EHCC,2021,5,85,50000.00,0.00,999.00,46079.70,5000.00,69916.82,,,,,,,
EHCC,2021,4,225,66301.00,0.00,0.00,17683.45,5000.00,27039.08,,,,,,,
EHCC,2021,5,252,0.00,0.00,185.00,0.00,,,,,,,,,
EHCC,2021,5,7,0.00,0.00,0.00,33762.00,,0.00,,,,,,,
EHCC,2021,5,285,0.00,0.00,0.00,0.00,,,,,,,,,
EHCC,2021,60,766,1452484.00,0.00,34888.34,1154758.91,258142.05,1273232.50,,,,,,,
EHCC,2021,4,747,4244640.00,0.00,0.00,3965528.00,,,,,,,,,
EHCC,2021,5,6,0.00,0.00,0.00,7270.47,,0.00,,,,,,,
EHCC,2021,5,5,1078750.00,0.00,0.00,1050627.30,56036.57,1097437.02,,,,,,,
EHCC,2021,5,232,500000.00,0.00,53588.29,1204845.46,-5000.00,3165370.93,,,,,,,
EHCC,2021,5,271,0.00,0.00,0.00,1488.26,,,,,,,,,
EHCC,2021,60,48,34975.00,0.00,0.00,11315.36,,,,,,,,,
EHCC,2021,4,88,0.00,0.00,0.00,19925.80,-79626.93,125676.87,,,,,,,
EHCC,2021,4,51,1500.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
EHCC,2021,60,764,1000000.00,0.00,64789.61,212264.71,120437.44,338303.07,,,,,,,
EHCC,2021,5,241,2510000.00,0.00,0.00,179565.95,0.00,197550.86,,,,,,,
EHCC,2021,4,232,0.00,0.00,0.00,9.95,,,,,,,,,
EHCC,2021,5,303,0.00,0.00,85.63,2444.32,-6000.00,531214.03,,,,,,,
EHCC,2021,5,1,30088744.00,0.00,0.00,22543648.59,994346.64,23928205.32,,,,,,,
EHCC,2021,5,50,0.00,0.00,0.00,195.12,,,,,,,,,
EHCC,2021,5,37,11091756.00,0.00,0.00,8974945.48,475997.79,8641738.84,,,,,,,
EHCC,2021,5,174,25000.00,0.00,10517.38,24596.35,-9900.00,16901.73,,,,,,,
EHCC,2021,4,698,52186.00,0.00,0.00,66198.76,3044.72,74620.91,,,,,,,
EHCC,2021,5,88,240521.00,0.00,0.00,43060.64,0.00,-105372.54,,,,,,,
EHCC,2021,4,260,0.00,0.00,0.00,5188.53,-546.08,0.00,,,,,,,
EHCC,2021,5,231,222975.00,0.00,0.00,955.02,0.00,140725.11,,,,,,,
EHCC,2021,5,158,43000.00,0.00,10458.65,68969.31,10000.00,48860.39,,,,,,,
EHCC,2021,4,58,0.00,0.00,0.00,1636.20,630.40,363.00,,,,,,,
EHCC,2021,5,77,100000.00,0.00,0.00,0.00,,,,,,,,,
EHCC,2021,5,9,411834.00,0.00,0.00,145454.54,14388.08,423540.95,,,,,,,
EHCC,2021,5,277,0.00,0.00,0.00,108666.23,,,,,,,,,
EHCC,2021,4,711,93937.00,0.00,0.00,84151.72,,109335.29,,,,,,,
EHCC,2021,5,234,0.00,0.00,0.00,39605.27,,,,,,,,,
EHCC,2021,4,237,0.00,0.00,0.00,119.71,,,,,,,,,
EHCC,2021,5,173,0.00,0.00,0.00,42804.00,,,,,,,,,
EHCC,2021,4,64,0.00,0.00,0.00,0.00,-934.50,4332.50,,,,,,,
EHCC,2021,5,186,0.00,0.00,0.00,331.54,0.00,173.50,,,,,,,
EHCC,2021,5,256,85000.00,0.00,2341.98,840747.51,50000.00,876001.15,,,,,,,
EHCC,2021,4,172,392000.00,0.00,4748.19,15381.81,0.00,0.00,,,,,,,
EHCC,2021,4,256,0.00,0.00,0.00,9742.90,,,,,,,,,
EHCC,2021,4,282,0.00,0.00,0.00,10778.12,5000.00,164464.47,,,,,,,
EHCC,2021,5,237,1978636.00,0.00,12840.00,1079852.94,-250000.00,817311.96,,,,,,,
EHCC,2021,4,755,321304.00,0.00,0.00,192231.50,0.00,115812.50,,,,,,,
EHCC,2021,5,20,0.00,0.00,0.00,4574.38,0.00,9417.05,,,,,,,
EHCC,2021,5,723,0.00,0.00,0.00,1710.00,0.00,2760.00,,,,,,,
EHCC,2021,5,293,41720.00,0.00,5300.00,17868.00,-183441.00,143907.05,,,,,,,
EHCC,2021,5,711,5768.00,0.00,0.00,0.00,,,,,,,,,
EHCC,2021,4,63,3022.00,0.00,0.00,1748.59,0.00,288.68,,,,,,,
EHCC,2021,5,239,207025.00,0.00,0.00,59824.01,,,,,,,,,
EHCC,2021,4,174,0.00,0.00,0.00,927.27,,,,,,,,,
EHCC,2021,5,730,0.00,0.00,0.00,2781.69,0.00,0.00,,,,,,,
EHCC,2021,5,698,0.00,0.00,0.00,9818.80,-27.20,9594.73,,,,,,,
EHCC,2021,4,241,0.00,0.00,0.00,652.39,0.00,1200.30,,,,,,,
EHCC,2021,5,51,15030.00,0.00,0.00,13641.00,0.00,23714.00,,,,,,,
EHCC,2021,4,2,0.00,0.00,0.00,4167.63,1279.37,7394.62,,,,,,,
EHCC,2021,4,85,0.00,0.00,0.00,0.00,,,,,,,,,
EHCC,2021,5,291,62400.00,0.00,8150.00,95850.00,0.00,4999.25,,,,,,,
EHCC,2021,5,255,85000.00,0.00,0.00,46426.90,0.00,58543.34,,,,,,,
EHCC,2021,4,115,0.00,0.00,0.00,255.12,,,,,,,,,
EHCC,2021,60,1,229405.00,0.00,0.00,77520.85,70393.75,168510.72,,,,,,,
EHCC,2021,4,56,0.00,0.00,0.00,48.00,0.00,361.24,,,,,,,
EHCC,2021,4,57,750.00,0.00,0.00,1016.20,-99.98,7417.02,,,,,,,
EHCC,2021,5,295,0.00,0.00,0.00,7364.45,5913.60,3378.88,,,,,,,
EHCC,2021,4,37,196349.00,0.00,0.00,210355.86,8995.51,173795.39,,,,,,,
EHCC,2021,5,799,0.00,0.00,486834.32,357597.86,-911393.92,0.00,,,,,,,
EHCC,2021,4,704,0.00,0.00,0.00,137.44,,,,,,,,,
EHCC,2021,5,240,140000.00,0.00,73558.40,69763.58,0.00,106335.96,,,,,,,
EHCC,2021,4,186,550.00,0.00,0.00,450.00,0.00,692.50,,,,,,,
EHCC,2021,5,233,0.00,0.00,0.00,1610.50,0.00,13250.90,,,,,,,
EHCC,2021,4,80,100000.00,0.00,0.00,0.00,,,,,,,,,
EHCC,2021,5,259,0.00,0.00,0.00,7302.77,,,,,,,,,
EHCC,2021,4,293,0.00,0.00,4500.00,13331.00,-17831.00,102075.00,,,,,,,
EHCC,2021,4,230,0.00,0.00,0.00,2772.58,,,,,,,,,
EHCC,2021,5,145,15000.00,0.00,0.00,3879.54,,,,,,,,,
EHCC,2021,5,264,0.00,0.00,0.00,1150.99,,,,,,,,,
EHCC,2021,4,742,49243.00,0.00,0.00,0.00,,,,,,,,,
EHCC,2021,4,177,228285.00,0.00,0.00,124589.17,-32185.00,49119.89,,,,,,,
EHCC,2021,5,131,87000.00,0.00,54426.10,148677.04,-13400.00,159641.53,,,,,,,
EHCC,2021,4,179,490780.00,0.00,0.00,297285.66,-101303.00,428014.16,,,,,,,
EHCC,2021,5,39,85300.00,0.00,0.00,93987.13,0.00,94442.90,,,,,,,
EHCC,2021,5,260,0.00,0.00,0.00,58228.92,-112253.82,824080.67,,,,,,,
EHCC,2021,4,158,0.00,0.00,0.00,1400.00,,,,,,,,,
EHCC,2021,5,2,1000981.00,0.00,0.00,6233794.09,421664.91,6330471.42,,,,,,,
EHCC,2021,4,229,0.00,0.00,0.00,1091.87,,,,,,,,,
EHCC,2021,5,320,33400.00,0.00,1.00,0.00,-43480.00,13095.55,,,,,,,
EHCC,2021,5,387,0.00,0.00,0.00,0.00,,,,,,,,,
EHCC,2021,60,767,25000.00,0.00,0.00,0.00,0.00,1172.00,,,,,,,
EHCC,2021,5,745,0.00,0.00,0.00,3679.11,-3679.11,0.00,,,,,,,
EHCC,2021,5,128,54000.00,0.00,12194.00,6097.00,0.00,23816.00,,,,,,,
EHCC,2021,5,735,12270.00,0.00,0.00,538.00,3659.00,3891.11,,,,,,,
EHCC,2021,60,46,4040.00,0.00,0.00,967.64,,,,,,,,,
EHCC,2021,5,230,0.00,0.00,191500.00,33615.47,0.00,162270.38,,,,,,,
EHCC,2021,5,3,381544.00,0.00,0.00,291759.43,72539.35,337006.01,,,,,,,
EHCC,2021,60,2,0.00,0.00,0.00,27546.12,2739.67,7492.47,,,,,,,
EHCC,2021,5,225,1000000.00,0.00,0.00,95123.92,25000.00,-1352036.14,,,,,,,
EHCC,2021,4,387,0.00,0.00,0.00,0.00,,,,,,,,,
EHCC,2021,5,247,0.00,0.00,0.00,13303.23,0.00,15127.80,,,,,,,
EHCC,2021,4,145,0.00,0.00,0.00,73.78,0.00,0.00,,,,,,,
EHCC,2021,5,45,0.00,0.00,0.00,15344.95,0.00,19994.12,,,,,,,
EHCC,2021,5,135,174166.00,0.00,95482.17,90103.65,100000.00,318725.62,,,,,,,
EHCC,2021,4,745,13869.00,0.00,0.00,20059.00,0.00,23726.00,,,,,,,
EHCC,2021,5,226,0.00,0.00,0.00,758.67,,,,,,,,,
EHCC,2021,5,229,5280216.00,0.00,564969.92,3264118.53,-1428246.11,5580725.10,,,,,,,
EHCC,2021,4,287,5700.00,0.00,0.00,0.00,9300.00,0.00,,,,,,,
EHCC,2021,4,178,811570.00,0.00,0.00,777413.39,-37564.00,843526.93,,,,,,,
EHCC,2021,4,46,9000.00,0.00,0.00,6088.23,0.00,5467.49,,,,,,,
EHCC,2021,60,763,35000.00,0.00,2665.51,51269.34,0.00,20729.57,,,,,,,
EHCC,2021,4,135,40000.00,0.00,0.00,0.00,0.00,9135.34,,,,,,,
EHCC,2021,4,3,100000.00,0.00,0.00,16.63,,,,,,,,,
EHCC,2021,60,806,0.00,0.00,0.00,92086.26,-92086.26,0.00,,,,,,,
EHCC,2021,60,39,0.00,0.00,0.00,0.00,,,,,,,,,
EHCC,2021,5,742,7542.00,0.00,0.00,0.00,,,,,,,,,
EHCC,2021,5,134,0.00,0.00,1400.00,15400.00,0.00,0.00,,,,,,,
EHCC,2021,5,46,411690.00,0.00,0.00,418620.67,0.00,452031.12,,,,,,,
EHCC,2021,4,1,630890.00,0.00,0.00,712690.36,20869.01,575316.00,,,,,,,
EHCC,2021,60,37,104250.00,0.00,0.00,26463.98,-134348.13,70484.44,,,,,,,
EHCC,2021,4,120,25000.00,0.00,71320.11,322684.41,-200000.00,494940.38,,,,,,,
EHCC,2021,4,320,0.00,0.00,0.00,6242.00,-6242.00,0.00,,,,,,,
EHCC,2021,5,120,120494.00,0.00,31604.90,116132.01,50000.00,511411.19,,,,,,,
EHCC,2021,4,291,47541.00,0.00,0.00,0.00,,,,,,,,,
EHCC,2021,4,48,63927.00,0.00,0.00,64732.40,0.00,51507.90,,,,,,,
EHCC,2021,5,38,0.00,0.00,0.00,12755.81,0.00,14102.90,,,,,,,
EHCC,2021,5,48,3154311.00,0.00,0.00,2804232.05,0.00,2869506.73,,,,,,,
EHCC,2021,5,282,0.00,0.00,0.00,230401.61,0.00,862898.36,,,,,,,
EHCC,2021,5,802,0.00,0.00,0.00,5290.00,-5290.00,0.00,,,,,,,
EHCC,2021,5,286,0.00,0.00,0.00,13.98,,,,,,,,,
EHCC,2021,5,242,0.00,0.00,2915.12,3774.24,0.00,5034.04,,,,,,,
GRANTS,2021,42,411,0.00,0.00,6725.00,134064.26,1765.00,74397.00,,,,,,,
GRANTS,2021,42,5,0.00,0.00,0.00,15920.24,,,,,,,,,
GRANTS,2021,42,408,0.00,0.00,11914.08,1342301.51,42095.00,854412.00,,,,,,,
GRANTS,2021,42,410,0.00,0.00,0.00,5577.46,0.00,79093.00,,,,,,,
GRANTS,2021,42,514,0.00,0.00,0.00,27165.18,0.00,0.00,,,,,,,
GRANTS,2021,42,407,0.00,0.00,442711.59,1154712.18,740.00,730418.00,,,,,,,
GRANTS,2021,42,320,0.00,0.00,220466.95,361559.80,-38319.00,474202.00,,,,,,,
GRANTS,2021,42,373,0.00,0.00,0.00,3800.00,0.00,5000.00,,,,,,,
GRANTS,2021,42,46,0.00,0.00,0.00,9720.27,2817.00,10156.00,,,,,,,
GRANTS,2021,42,6,0.00,0.00,0.00,39.14,,,,,,,,,
GRANTS,2021,42,45,0.00,0.00,0.00,3924.15,2829.00,6422.00,,,,,,,
GRANTS,2021,42,37,0.00,0.00,0.00,254075.37,63194.00,250015.00,,,,,,,
GRANTS,2021,42,409,0.00,0.00,0.00,43705.31,5320.00,100000.00,,,,,,,
GRANTS,2021,42,21,0.00,0.00,0.00,2617.23,0.00,0.00,,,,,,,
GRANTS,2021,42,9,0.00,0.00,0.00,444520.91,26444.00,168182.00,,,,,,,
GRANTS,2021,42,48,0.00,0.00,0.00,74156.81,41332.00,84468.00,,,,,,,
GRANTS,2021,42,406,0.00,0.00,3159.19,248177.90,0.00,588378.00,,,,,,,
GRANTS,2021,42,1,0.00,0.00,0.00,260889.83,191724.00,644596.00,,,,,,,
HDQ,2021,44,5,401324.00,0.00,0.00,402061.71,15524.87,0.00,,,,,,,
HDQ,2021,41,237,0.00,0.00,0.00,2447.02,6000.00,0.00,,,,,,,
HDQ,2021,41,757,1576601.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
HDQ,2021,41,711,594746.00,0.00,0.00,523280.51,89469.98,0.00,,,,,,,
HDQ,2021,39,237,0.00,0.00,0.00,468.55,0.00,0.00,,,,,,,
HDQ,2021,41,2,0.00,0.00,0.00,16479.37,0.00,0.00,,,,,,,
HDQ,2021,43,282,28000.00,0.00,0.00,6465.65,25680.77,0.00,,,,,,,
HDQ,2021,41,514,0.00,0.00,0.00,13285.00,,,,,,,,,
HDQ,2021,41,186,10000.00,0.00,0.00,10874.40,1776.46,0.00,,,,,,,
HDQ,2021,43,485,3172641.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
HDQ,2021,39,711,62000.00,0.00,0.00,25994.83,8572.07,0.00,,,,,,,
HDQ,2021,43,63,0.00,0.00,0.00,2487.39,0.00,0.00,,,,,,,
HDQ,2021,43,231,0.00,0.00,0.00,1740.23,,,,,,,,,
HDQ,2021,41,139,0.00,0.00,0.00,5764.00,0.00,0.00,,,,,,,
HDQ,2021,43,20,0.00,0.00,0.00,876.75,,,,,,,,,
HDQ,2021,43,137,0.00,0.00,0.00,35.00,,,,,,,,,
HDQ,2021,39,63,0.00,0.00,0.00,1470.41,0.00,0.00,,,,,,,
HDQ,2021,41,633,7072973.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
HDQ,2021,41,63,0.00,0.00,0.00,1060.00,0.00,0.00,,,,,,,
HDQ,2021,43,406,984815.00,0.00,0.00,1854305.50,0.00,0.00,,,,,,,
HDQ,2021,43,2,0.00,0.00,0.00,13509.86,0.00,0.00,,,,,,,
HDQ,2021,43,85,0.00,0.00,0.00,2265.16,0.00,0.00,,,,,,,
HDQ,2021,43,225,30000.00,0.00,0.00,16434.98,0.00,0.00,,,,,,,
HDQ,2021,41,144,0.00,0.00,0.00,73906.16,0.00,0.00,,,,,,,
HDQ,2021,41,145,0.00,0.00,0.00,12756.75,0.00,0.00,,,,,,,
HDQ,2021,44,63,0.00,0.00,0.00,14249.46,0.00,0.00,,,,,,,
HDQ,2021,41,231,0.00,0.00,0.00,523.50,0.00,0.00,,,,,,,
HDQ,2021,44,711,69485.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
HDQ,2021,41,172,0.00,0.00,0.00,36029.73,0.00,0.00,,,,,,,
HDQ,2021,43,343,0.00,0.00,0.00,8895.13,24089.25,0.00,,,,,,,
HDQ,2021,39,172,0.00,0.00,0.00,75.00,,,,,,,,,
HDQ,2021,41,77,0.00,0.00,0.00,2056.64,,,,,,,,,
HDQ,2021,41,320,154682.00,0.00,0.00,10500.00,0.00,0.00,,,,,,,
HDQ,2021,43,711,22777.00,0.00,0.00,59124.94,4706.59,0.00,,,,,,,
HDQ,2021,41,282,134760.00,0.00,0.00,97092.03,152559.46,0.00,,,,,,,
HDQ,2021,39,20,0.00,0.00,0.00,128.90,,,,,,,,,
HDQ,2021,43,514,48477.00,0.00,0.00,181323.37,,,,,,,,,
HDQ,2021,41,225,82757.00,0.00,0.00,85199.48,20000.00,0.00,,,,,,,
HDQ,2021,39,225,0.00,0.00,0.00,4551.90,0.00,0.00,,,,,,,
HDQ,2021,41,120,718010.00,0.00,0.00,59042.69,277552.89,0.00,,,,,,,
HDQ,2021,43,320,188000.00,0.00,0.00,485578.23,0.00,0.00,,,,,,,
HDQ,2021,41,5,126759.00,0.00,0.00,132237.84,5085.21,0.00,,,,,,,
HDQ,2021,43,120,6000.00,0.00,0.00,914.52,6865.54,0.00,,,,,,,
HDQ,2021,41,170,0.00,0.00,0.00,1258.70,0.00,0.00,,,,,,,
HDQ,2021,41,130,0.00,0.00,0.00,5172.00,0.00,0.00,,,,,,,
HDQ,2021,39,85,0.00,0.00,0.00,24260.80,0.00,0.00,,,,,,,
HDQ,2021,39,230,0.00,0.00,0.00,15720.45,0.00,0.00,,,,,,,
HDQ,2021,39,6,0.00,0.00,0.00,7265.76,290.63,0.00,,,,,,,
HDQ,2021,43,45,2524.00,0.00,0.00,8204.48,313.65,0.00,,,,,,,
HDQ,2021,44,6,0.00,0.00,0.00,8804.33,352.17,0.00,,,,,,,
HDQ,2021,41,56,0.00,0.00,0.00,10224.03,41633.67,0.00,,,,,,,
HDQ,2021,41,88,0.00,0.00,0.00,4081.00,0.00,0.00,,,,,,,
HDQ,2021,39,5,896680.00,0.00,0.00,721631.52,29863.26,0.00,,,,,,,
HDQ,2021,41,230,0.00,0.00,0.00,71664.53,20000.00,0.00,,,,,,,
HDQ,2021,39,7,0.00,0.00,0.00,1921.79,76.87,0.00,,,,,,,
HDQ,2021,43,230,0.00,0.00,0.00,32897.95,0.00,0.00,,,,,,,
HDQ,2021,41,406,110817.00,0.00,0.00,27147.46,0.00,0.00,,,,,,,
HDQ,2021,41,805,0.00,0.00,0.00,27799.99,,,,,,,,,
HDQ,2021,41,128,0.00,0.00,0.00,126572.05,50000.00,0.00,,,,,,,
HDQ,2021,41,698,123708.00,0.00,0.00,380705.09,1929.26,0.00,,,,,,,
HDQ,2021,41,85,0.00,0.00,0.00,66049.81,15000.00,0.00,,,,,,,
HDQ,2021,39,80,0.00,0.00,0.00,191.10,0.00,0.00,,,,,,,
HDQ,2021,43,480,5959000.00,0.00,0.00,13682305.87,2386162.08,0.00,,,,,,,
HDQ,2021,41,705,0.00,0.00,0.00,565.04,0.00,0.00,,,,,,,
HDQ,2021,44,9,175000.00,0.00,0.00,166943.09,6206.67,0.00,,,,,,,
HDQ,2021,41,755,6226695.00,0.00,0.00,6750954.53,420314.00,0.00,,,,,,,
HDQ,2021,44,20,0.00,0.00,0.00,8056.91,308.84,0.00,,,,,,,
HDQ,2021,43,9,1604810.00,0.00,0.00,1367551.35,56778.88,0.00,,,,,,,
HDQ,2021,39,3,7959.00,0.00,0.00,6598.57,2372.43,0.00,,,,,,,
HDQ,2021,41,704,0.00,0.00,0.00,4262.50,0.00,0.00,,,,,,,
HDQ,2021,44,2,0.00,0.00,0.00,14831.85,8804.28,0.00,,,,,,,
HDQ,2021,39,282,25713.00,0.00,0.00,4145.05,-141.11,0.00,,,,,,,
HDQ,2021,41,131,0.00,0.00,0.00,28120.64,0.00,0.00,,,,,,,
HDQ,2021,41,158,70000.00,0.00,0.00,86357.20,0.00,0.00,,,,,,,
HDQ,2021,39,120,35000.00,0.00,0.00,1102.50,9766.16,0.00,,,,,,,
HDQ,2021,43,5,452035.00,0.00,0.00,360623.31,11397.60,0.00,,,,,,,
HDQ,2021,41,9,790541.00,0.00,0.00,324109.86,14380.91,0.00,,,,,,,
HDQ,2021,41,80,0.00,0.00,0.00,1241.85,5000.00,0.00,,,,,,,
HDQ,2021,43,3,820.00,0.00,0.00,40421.93,0.00,0.00,,,,,,,
HDQ,2021,41,233,165013.00,0.00,0.00,0.00,5000.00,0.00,,,,,,,
HDQ,2021,43,80,0.00,0.00,0.00,2406.30,0.00,0.00,,,,,,,
HDQ,2021,39,9,24569.00,0.00,0.00,20903.82,6571.41,0.00,,,,,,,
HDQ,2021,41,703,0.00,0.00,0.00,7459.00,0.00,0.00,,,,,,,
HDQ,2021,39,2,0.00,0.00,0.00,41795.50,7266.10,0.00,,,,,,,
HDQ,2021,43,6,0.00,0.00,0.00,10631.27,,,,,,,,,
HDQ,2021,43,344,0.00,0.00,0.00,3683.96,0.00,0.00,,,,,,,
HDQ,2021,41,3,8187.00,0.00,0.00,19489.04,399.96,0.00,,,,,,,
HDQ,2021,43,293,374000.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
HDQ,2021,41,730,0.00,0.00,0.00,877.95,0.00,0.00,,,,,,,
HDQ,2021,44,46,11387.00,0.00,0.00,13226.81,511.23,0.00,,,,,,,
HDQ,2021,41,745,3788.00,0.00,0.00,12266.00,0.00,0.00,,,,,,,
HDQ,2021,43,46,92923.00,0.00,0.00,106896.70,3970.85,0.00,,,,,,,
HDQ,2021,39,56,6000.00,0.00,0.00,2086.44,11356.91,0.00,,,,,,,
HDQ,2021,41,46,3827.00,0.00,0.00,58270.29,2329.67,0.00,,,,,,,
HDQ,2021,41,748,0.00,0.00,0.00,335976.00,0.00,0.00,,,,,,,
HDQ,2021,43,407,5120984.00,0.00,0.00,4489839.72,0.00,0.00,,,,,,,
HDQ,2021,43,727,37223.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
HDQ,2021,44,48,129941.00,0.00,0.00,155372.91,5952.28,0.00,,,,,,,
HDQ,2021,39,1,1602013.00,0.00,0.00,1727438.86,67078.80,0.00,,,,,,,
HDQ,2021,43,411,6027703.00,0.00,0.00,331058.24,0.00,0.00,,,,,,,
HDQ,2021,41,44,22943122.00,0.00,0.00,23536523.86,3594717.98,0.00,,,,,,,
HDQ,2021,41,749,239376.00,0.00,0.00,239376.00,0.00,0.00,,,,,,,
HDQ,2021,41,240,0.00,0.00,0.00,115252.24,120000.00,0.00,,,,,,,
HDQ,2021,43,48,671430.00,0.00,0.00,871190.77,32667.46,0.00,,,,,,,
HDQ,2021,41,48,41848.00,0.00,0.00,480522.81,19018.53,0.00,,,,,,,
HDQ,2021,43,21,0.00,0.00,0.00,12861.95,0.00,0.00,,,,,,,
HDQ,2021,39,57,0.00,0.00,0.00,1042.00,0.00,0.00,,,,,,,
HDQ,2021,41,57,8993.00,0.00,0.00,2565.18,0.00,0.00,,,,,,,
HDQ,2021,43,56,40000.00,0.00,0.00,20461.90,61991.44,0.00,,,,,,,
HDQ,2021,41,290,410828.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
HDQ,2021,44,1,388079.00,0.00,0.00,363705.11,3702.55,0.00,,,,,,,
HDQ,2021,39,62,0.00,0.00,0.00,171.38,0.00,0.00,,,,,,,
HDQ,2021,43,39,0.00,0.00,0.00,64443.90,2475.03,0.00,,,,,,,
HDQ,2021,39,291,73183.00,0.00,0.00,73183.00,36777.01,0.00,,,,,,,
HDQ,2021,41,407,470007.00,0.00,0.00,42.52,0.00,0.00,,,,,,,
HDQ,2021,41,39,0.00,0.00,0.00,20017.18,,,,,,,,,
